book,booktitle,author,state,removed,freqchal,pvi2,obama,cperhs,sexexp,antifamily,cmedin,cperba,days2000,occult,language,homosexuality,violence
399,"Chocolate War, The","Cormier, Robert",NC,0,1,-4.3,0,-1.461957869,1,0,-310,-1.523729864,480,0,0,0,0
740,Fun Home,"Bechdel, Alison",NY,1,0,10.2,1,-0.461957869,1,0,5007.5,3.376270136,3862,0,0,1,0
1090,Kissing Kate,"Myracle, Lauren",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
763,"Guide to Getting It On, The","Joannides, Paul",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
1957,What's Happening to Me?,"Mayle, Peter",NC,1,0,-4.3,1,-1.461957869,0,0,-310,-1.523729864,3198,0,0,0,0
241,Black Hawk Down,"Bowden, Mark",LA,1,0,-9.7,1,-4.761957869,0,0,-5120.5,-5.323729864,3487,0,1,0,0
644,Every Many for Himself,"Bainbridge, Beryl",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1758,Tank Girl,"Hewlitt, Jamie",IN,0,0,-6.2,1,2.538042131,0,0,1086.5,-4.623729864,3378,0,0,0,1
148,Knocked Out By My Nunga-Nungas,"Rennison, Louise",IA,0,0,1,0,6.538042131,1,0,3921.5,-2.823729864,2759,0,0,1,0
1026,Native Son,"Wright, Richard",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
356,Captain Underpants,"Pilkey, Dav",CO,0,0,-0.2,1,7.338042131,0,0,10346.5,8.676270136,3876,0,1,0,0
1568,Sandpiper,"Wittlinger, Ellen",SC,0,0,-7.8,0,-3.261957869,1,0,-2191.5,-3.623729864,2404,0,1,0,0
1275,Molly's Family,"Garden, Nancy",CA,0,0,7.4,1,-2.761957869,0,1,10119,2.576270136,3200,0,0,1,0
1803,This Vast Land,"Ambrose, Stephen",IN,0,0,-6.2,0,2.538042131,1,0,1086.5,-4.623729864,2759,0,1,0,0
1696,"Star Group, The","Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
1154,Little Vampire Does Kung Fu,"Sfar, Joann",IA,1,0,1,NA,6.538042131,0,0,3921.5,-2.823729864,NA,0,0,0,1
958,I Know Why the Caged Bird Sings,"Angelou, Maya",PA,0,1,2,0,2.338042131,1,0,4218,-1.623729864,480,0,1,0,0
1105,Last Refuge of Scoundrels,"Lussier, Paul",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1800,0,0,0,0
1662,So Hard to Say,"Sanchez, Alex",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
952,I Am the Cheese,"Cormier, Robert",OH,1,1,-0.7,0,3.438042131,0,0,2469,-2.923729864,2848,0,0,0,0
857,"Hang-Ups, Hook-Ups, and Holding Out","Holmes, Melisa and Trish Hutchinson",NY,0,0,10.2,1,-0.461957869,0,1,5007.5,3.376270136,3207,0,0,0,0
167,Ask Dame Edna,"Humphries, Barry",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,1119,0,0,0,0
689,Final Exit,"Humphry, Derek",NY,0,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,2106,0,0,0,0
1628,Siddhartha,"Hesse, Herman",TN,1,0,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,2397,0,0,0,0
101,Alice on the Outside,"Naylor, Phyllis Reynolds",KY,0,1,-10.4,0,-5.461957869,1,0,-5880.5,-6.923729864,1924,0,0,0,0
1147,"Little Giant Book of Whodunits, The","Conrad, Hy",NY,0,0,10.2,0,-0.461957869,0,1,5007.5,3.376270136,2925,0,1,0,1
137,An American Tragedy,"Dreiser, Theodore",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
868,Harry Potter (series),"Rowling, J.K.",FL,0,1,-1.8,0,0.338042131,0,1,372,-1.723729864,1344,1,0,0,0
147,Angels & Demons,"Brown, Dan",OH,0,0,-0.7,0,3.438042131,0,0,2469,-2.923729864,2479,0,0,0,0
1080,On Bullshit,"Frankfurt, Harry G.",IA,0,0,1,0,6.538042131,0,0,3921.5,-2.823729864,2400,0,1,0,0
754,Geography Club,"Hartinger, Brent",SC,1,0,-7.8,0,-3.261957869,0,0,-2191.5,-3.623729864,1782,0,1,1,0
345,Buster's Sugartime,"Brown, Marc",LA,0,0,-9.7,1,-4.761957869,0,0,-5120.5,-5.323729864,3600,0,0,1,0
716,"Giver, The","Lowry, Lois",SC,1,1,-7.8,0,-3.261957869,0,0,-2191.5,-3.623729864,600,0,0,0,0
1689,"Spoken Word Revolution, The","Eleveld, Mark (editor)",WA,0,0,5,0,7.538042131,1,0,9907.5,3.676270136,2699,0,0,0,1
675,Fat Kid Rules the World,"Going, K.L.",PA,1,0,2,0,2.338042131,0,0,4218,-1.623729864,2414,0,1,0,0
13,A Child's Life,"Gloeckner, Phoebe",CO,0,0,-0.2,1,7.338042131,1,0,10346.5,8.676270136,3490,0,0,0,1
1827,Topping From Below,"Reese, Laura",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1426,0,0,0,0
1780,"Then Again, Maybe I Won't","Blume, Judy",NC,0,1,-4.3,0,-1.461957869,1,0,-310,-1.523729864,1050,0,0,0,0
45,A Separate Peach,"Knowles, John",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
297,Boy Meets Boy,"Levithan, David",GA,0,0,-6.8,0,-0.961957869,0,0,2239.5,0.276270136,2699,0,0,1,0
1537,Rogue Warrior: Violent Action,"Marcinko, Richard",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,1093,0,1,0,1
2054,Young Wives,"Goldsmith, Olivia",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,1,0,0
1486,"Pursuit of Happiness, The","Gardner, Chris",PA,1,0,2,1,2.338042131,1,0,4218,-1.623729864,3610,0,1,0,1
267,"Bluest Eye, The","Morrison, Toni",CO,1,1,-0.2,0,7.338042131,1,0,10346.5,8.676270136,2352,0,0,0,0
862,Hardy Boys Undercover Brothers:  The Opposite Numbers,"Lobdell, Scott",OH,0,0,-0.7,1,3.438042131,1,0,2469,-2.923729864,3807,0,0,0,0
1559,Sahara Special,"Codell, Esme Rajo",AZ,0,0,-6.1,1,1.438042131,0,0,3490.5,-0.523729864,3685,0,1,0,0
682,Feed,"Anderson, M.T.",NY,1,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,3080,0,1,0,0
728,"Free Your Mind: The Book for Gay, Lesbian, and Bisexual Youth","Bass, Ellen",GA,0,0,-6.8,0,-0.961957869,0,0,2239.5,0.276270136,2699,0,0,1,0
2057,Yu Yu Hakusho (series),"Togashi, Yoshihiro",AZ,0,0,-6.1,1,1.438042131,1,0,3490.5,-0.523729864,3240,0,0,0,1
1571,Satellite Down,"Thomas, Rob",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,510,0,1,0,0
158,Arming America,"Bellesiles, Michael",AZ,0,0,-6.1,0,1.438042131,0,0,3490.5,-0.523729864,2418,0,0,0,0
69,"Absolutely True Diary of a Part-Time Indian, The","Alexie, Sherman",OR,1,0,4,1,5.538042131,1,0,1274.5,1.076270136,3220,0,0,0,0
1897,Velderet,"Tan, Cecilia",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1426,0,0,0,0
165,As I Lay Dying,"Faulkner, William",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
205,"Beast, The","Meyers, Walter Dean",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1019,Naomi and Ely's No Kiss List:  A Novel,"Cohn, Rachel",OK,1,0,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,3006,0,1,1,0
1840,Triathalon,YMCA,PA,0,0,2,0,2.338042131,0,0,4218,-1.623729864,840,1,0,0,0
1819,To Train Up A Child,"Pearl, Michael and Debi",OH,0,0,-0.7,1,3.438042131,0,0,2469,-2.923729864,3729,0,0,0,1
743,Gotham Central:  The Quick & the Dead,"Rucka, Greg",PA,0,0,2,1,2.338042131,1,0,4218,-1.623729864,3312,0,0,1,0
1087,King Stork,"Pyle, Howard",AK,0,0,-13.4,1,8.738042131,0,0,15707.5,0.676270136,3197,0,0,0,1
1577,Scorpions,"Myers, Walter Dean",NJ,0,0,4.4,0,2.538042131,0,0,19935.5,5.776270136,480,0,0,0,0
990,In the Middle of the Night,"McDonald, Brian",CT,0,0,7.1,1,4.438042131,0,0,16247.5,7.376270136,3525,0,0,0,1
1990,"Whole Lesbian Sex Book, The","Newman, Felice",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,510,0,0,0,0
1773,"Tenth Circle, The","Picoult, Jodi",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1488,Queen of Cool,"Castellucci, Cecil",MO,0,0,-3.1,1,1.738042131,1,0,1279.5,-2.423729864,3530,0,1,0,0
411,Clay Boy,"Ginsburg, Mirra",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,196,0,0,0,1
567,"Don't You Dare Read This, Mrs. Dunphrey","Haddix, Margaret Peterson",CA,0,0,7.4,0,-2.761957869,1,0,10119,2.576270136,1560,0,1,0,0
133,America (The Book):  A Citizen's Guide to Democracy Inaction,"Stewart, Jon",GA,0,0,-6.8,0,-0.961957869,0,0,2239.5,0.276270136,3080,0,1,0,0
1270,Missing,"Pascal, Francine",TN,0,0,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,1718,0,1,0,1
2034,"Wonderful Story Henry Sugar and Six More, The","Dahl, Roald",IL,1,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,2759,0,0,0,1
1849,TTFN,"Myracle, Lauren",OK,1,1,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,3014,0,0,0,0
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",CA,0,0,7.4,0,-2.761957869,1,1,10119,2.576270136,1917,0,1,0,0
1709,Stonewall: Riots that Parked the Gay Revolution,"Carter, David",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1804,0,0,1,0
1698,Star Wars:  Return of the Jedi II,Dark Horse Comics,VA,1,0,-1.7,1,1.938042131,1,0,11296,5.476270136,3669,0,0,0,0
1434,"Perks of Being a Wallflower, The","Chbosky, Stephen",IL,0,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,2309,0,0,0,0
1972,When She Was Good,"Mazer, Norma Fox",AL,0,0,-13.2,1,-4.261957869,1,0,-5054,-5.023729864,3240,0,1,0,1
863,Harlot's Ghost,"Mailer, Norman",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
217,"Bermudez Triangle, The","Johnson, Maureen",OK,1,0,-16.9,0,1.038042131,1,1,-3087.5,-3.723729864,3014,0,1,1,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",MI,0,1,3.8,1,3.838042131,0,1,2966,-2.223729864,3214,0,0,1,0
1779,Their Eyes Were Watching God,"Hurston, Zora Neale",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
224,Between the Sheets,Editors of Penthouse,OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,0
1872,Uncle Bobby's Wedding,"Brannen, Sarah S.",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,3080,0,0,1,0
1182,"Lottery, The","Jackson, Shirley",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,1
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",KY,0,1,-10.4,1,-5.461957869,0,0,-5880.5,-6.923729864,3240,0,0,1,0
1156,Lives of Notable Gay Men and Lesbians,NA,CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,420,0,0,1,0
450,Cracking India,"Sidhwa, Bapsi",FL,0,0,-1.8,0,0.338042131,1,0,372,-1.723729864,2352,0,0,0,0
1199,Lucky,"Sebold, Alice",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
344,Busted,"Bildner, Phil",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
861,Happy Endings:  The Tales of a Meaty-Breasted Zilch,"Norton, Jim",MS,1,0,-9.5,0,-6.661957869,0,0,-8466.5,-7.123729864,2807,0,0,0,0
408,"Claiming of Sleeping Beauty, The","Rice, Anne",PA,0,0,2,NA,2.338042131,1,0,4218,-1.623729864,NA,0,0,0,0
1004,Interstellar Pig,"Sleator, William",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,375,0,1,0,0
1434,"Perks of Being a Wallflower, The","Chbosky, Stephen",IN,1,0,-6.2,1,2.538042131,1,0,1086.5,-4.623729864,3204,0,1,1,0
242,Black Hole,"Burns, Charles",NC,0,0,-4.3,0,-1.461957869,0,0,-310,-1.523729864,2699,0,0,0,1
1911,Walter the Farting Dog,"Kotzwinkle, William",OH,0,0,-0.7,1,3.438042131,0,0,2469,-2.923729864,3580,0,1,0,0
1174,Looking for Alaska,"Green, John",OH,0,0,-0.7,1,3.438042131,1,0,2469,-2.923729864,3494,0,1,0,0
1837,Travels of Babar,"DeBrunhoff, Jean",IN,0,0,-6.2,0,2.538042131,0,0,1086.5,-4.623729864,982,0,0,0,1
713,"Sisterhood of the Traveling Pants, The","Brashares, Ann",NC,0,0,-4.3,0,-1.461957869,0,0,-310,-1.523729864,2852,0,1,0,0
722,Frank: Volume Two,"Woodring, Jim",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,1
245,Black Misery,"Hughes, Lanston",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1800,0,0,0,0
1684,Speak,"Anderson, Laurie Halse",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1440,0,0,0,0
1849,TTYL,"Myracle, Lauren",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1490,Quest for More Money,"Okuda, Hitoshi",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,0,0,0
1972,When She Was Good,"Mazer, Norma Fox",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
741,Gossip Girl (series),"Von Ziegesar, Cecily",FL,0,0,-1.8,1,0.338042131,1,0,372,-1.723729864,3406,0,0,0,0
1434,"Perks of Being a Wallflower, The","Chbosky, Stephen",NY,1,0,10.2,0,-0.461957869,1,0,5007.5,3.376270136,1472,0,0,0,0
78,"Adventures of Tom Sawyer, The","Twain, Mark",IA,0,0,1,0,6.538042131,0,0,3921.5,-2.823729864,2770,0,1,0,0
591,"Drowning of Stephen Jones, The","Greene, Bette",SC,1,0,-7.8,0,-3.261957869,0,0,-2191.5,-3.623729864,832,0,1,1,1
10,A Bell for Adano,"Hersey, John",NC,0,0,-4.3,0,-1.461957869,0,0,-310,-1.523729864,1672,0,1,0,0
1930,We All Fall Down,"Cormier, Robert",KS,1,1,-11.5,0,6.438042131,1,0,144.5,1.776270136,1380,0,1,0,0
1559,Sahara Special,"Codell, Esme",OH,1,0,-0.7,0,3.438042131,0,0,2469,-2.923729864,2456,0,1,0,0
1480,Princess Mia,"Cabot, Meg",IL,0,0,7.7,1,1.838042131,0,0,6489.5,2.076270136,3201,0,0,0,0
331,Bunker 13,"Bahal, Aniruddha",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",TN,0,1,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,2399,0,0,1,0
1174,Looking for Alaska,"Green, John",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
411,Clay Boy,"Ginsburg, Mirra",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,1
1218,Mambo Kings Play Songs of Love,"Hijuelos, Oscar",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1440,0,0,0,0
1240,"Mary, Bloody Mary","Meyer, Carolyn",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1440,0,1,0,0
584,Dream Boy,"Grimsley, Jim",OR,1,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,1,0
1245,"Me, Penelope","Jahn-Clough, Lisa",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
101,Alice on the Outside,"Naylor, Phyllis Reynolds",AZ,0,1,-6.1,0,1.438042131,1,0,3490.5,-0.523729864,1455,0,0,0,0
1277,Monkey High Vol. 3,"Akira, Shouko",MI,0,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3413,0,0,0,0
268,Body Drama,"Redd, Nancy Amanda",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3179,0,0,0,0
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",NY,1,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,1560,0,0,0,0
1166,"Long Hard Road out of Hell, The","Manson, Marilyn",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,1426,0,0,0,0
69,"Absolutely True Diary of a Part-Time Indian, The","Alexie, Sherman",MO,1,0,-3.1,1,1.738042131,0,0,1279.5,-2.423729864,3784,0,1,0,1
1849,TTYL,"Myracle, Lauren",WI,0,1,2.4,1,5.538042131,1,0,4234.5,-1.623729864,3343,0,0,0,0
1170,Look At Me,"Egan, Jennifer",MI,0,0,3.8,0,3.838042131,1,0,2966,-2.223729864,709,0,0,0,0
2033,Wonder When You'll Miss Me,"Davis, Amanda",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
663,Fallen Angels,"Myers, Walter Dean",WA,1,0,5,0,7.538042131,0,0,9907.5,3.676270136,1082,0,1,0,0
783,"Girl, Interrupted","Kaysen, Susanna",NY,0,0,10.2,1,-0.461957869,1,0,5007.5,3.376270136,3217,0,1,0,0
374,"Catcher in the Rye, The","Salinger, J.D.",MT,0,0,-7.1,1,7.638042131,1,0,-6482,0.376270136,3365,0,1,0,0
891,Henry of Atlantic City,"Reuss, Fredrick",OR,0,0,4,0,5.538042131,0,1,1274.5,1.076270136,510,0,0,0,0
307,Braless in Wonderland,"Fischer, Debbie Reed",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1054,"Joy of Gay Sex, The","Silverstein, Dr. Charles and Felice Picano",KS,1,0,-11.5,1,6.438042131,1,0,144.5,1.776270136,3289,0,0,0,0
1981,Whisper In the Dark,"Bruchac, Joseph",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
687,"Fighting Ground, The",Avi,FL,1,0,-1.8,1,0.338042131,0,0,372,-1.723729864,3221,0,1,0,0
80,Afrolantica Legacies,"Bell, Derrick",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
1254,Mick Harte Was Here,"Park, Barbara",ND,0,0,-10.4,0,4.338042131,0,0,-813,-2.023729864,1800,0,0,0,0
1448,"Pillars of the Earth, The","Follet, Ken",VA,1,0,-1.7,0,1.938042131,1,0,11296,5.476270136,510,0,0,0,1
1621,Shogun,"Clavell, James",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
716,"Giver, The","Lowry, Lois",FL,0,1,-1.8,0,0.338042131,1,0,372,-1.723729864,0,0,0,0,1
428,Completely Queer: the Gay & Lesbian Encyclopedia,"Hogan, Steve",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1800,0,0,1,0
1816,Tithe: A Modern Faerie Tale,"Black, Holly",OR,0,0,4,1,5.538042131,1,0,1274.5,1.076270136,3600,0,0,0,0
1069,Of Mice and Men,"Steinbeck, John",OR,0,1,4,0,5.538042131,0,0,1274.5,1.076270136,2812,0,1,0,1
756,Grendel,"Gardner, John",TN,0,0,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,480,0,0,0,0
1409,Outrageously Alice,"Naylor, Phyllis Reynolds",CO,0,1,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1440,0,0,0,0
1531,Ripping Time,"Asprin, Robert",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,510,0,0,0,0
993,My Brother Sam Is Dead,"Collier, James Lincoln",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
232,Billie Standish Was Here,"Crocker, Nancy",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1659,"Snowman, The","Stine, R.L.",PA,0,0,2,0,2.338042131,0,0,4218,-1.623729864,3080,0,0,0,1
1103,"Last of the Mohicans, The","Cooper, James Fenimore",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1450,"Pinkerton, Behave!","Kellogg, Steven",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
1849,TTFN,"Myracle, Lauren",OK,1,1,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,3127,0,0,0,0
1702,Staying Fat for Sarah Byrnes,"Crutcher, Chris",NY,0,1,10.2,0,-0.461957869,0,0,5007.5,3.376270136,2329,0,1,0,0
938,How to Kill A Boy That Nobody Likes,"Clarke, Will",RI,0,0,11.2,0,-1.561957869,1,0,8141,1.576270136,3014,0,1,0,0
1005,My Place in Space,"Hirst, Robin & Sally",FL,0,0,-1.8,1,0.338042131,0,0,372,-1.723729864,3364,0,0,0,1
1389,Once There Was A Monkey,"Dolch, Edward",PA,0,0,2,0,2.338042131,0,0,4218,-1.623729864,2854,0,0,0,0
51,A Stroke of Midnight,"Hamilton, Laurell K.",CO,0,0,-0.2,1,7.338042131,0,1,10346.5,8.676270136,3490,0,0,0,0
1063,Just Friends,"Klein, Norma",CA,1,0,7.4,0,-2.761957869,1,0,10119,2.576270136,120,0,0,0,0
1052,"Journey Out:  A Guide for and about Lesbian, Gay, and Bisexual Teens, The",Rachell Pollack and Cheryl Schwartz,NJ,0,0,4.4,0,2.538042131,0,0,19935.5,5.776270136,2493,0,0,0,0
1528,Rhymes With Witches,"Myracle, Lauren",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1809,Tiger Eyes,"Blume, Judy",LA,1,1,-9.7,0,-4.761957869,1,0,-5120.5,-5.323729864,0,0,1,0,0
1025,It's Perfectly Normal,"Harris, Robie",FL,0,1,-1.8,0,0.338042131,1,0,372,-1.723729864,328,0,0,0,0
1387,On the Fringe,"Gallo, Donald R.",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1042,"Jesus, Symbol of God","Haight, Roger",MA,1,0,11.7,0,5.238042131,0,0,14048.5,9.176270136,540,0,0,0,0
1071,Key of Valor,"Roberts, Nora",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,2100,0,0,0,0
773,Hail Caesar,"Ha, Thu Huong",VT,0,0,13.4,1,6.838042131,1,0,8467,5.376270136,3224,0,0,0,0
907,Holes,"Sachar, Louis",OH,0,0,-0.7,0,3.438042131,0,0,2469,-2.923729864,480,0,0,0,0
1059,Nocturne,"McBain, Ed",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,1
1159,Locas,"Hernandez, Gilbert and Jaime Hernandez",IL,1,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,2956,0,1,1,1
994,In the Time of Butterflies,"Alvarez, Julia",NY,0,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,268,0,0,0,0
983,In Country,"Mason, Bobbie Ann",IN,0,0,-6.2,1,2.538042131,1,0,1086.5,-4.623729864,3309,0,1,0,0
2060,Z is for Zombie,"Kutner, Merrily",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,990,0,0,0,0
1962,What's with the Dudes at the Door?,"Johnson, Kevin and James R. White",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
1515,Real Girl/Real World,"Gray, Heather M.",NJ,0,0,4.4,0,2.538042131,0,0,19935.5,5.776270136,2493,0,0,0,0
1393,One Flew Over the Cuckoo's Nest,"Kesey, Ken",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
445,Cowboy,"Wolf, Bernard",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,1,0,0
1581,"Second Ring of Power, The","Casteneda, Carlos",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
752,Gay-Neck:  The Story of a Pigeon,"Mukerji, Dhan Gopal",TN,0,0,-8.7,1,-3.661957869,0,0,-2995.5,-4.423729864,3860,0,0,0,0
1726,Stuck in the Middle:  Seventeen Comics from an Unpleasant Age,"Schrag, Ariel",SD,1,0,-8.9,1,5.038042131,1,0,785,-2.523729864,3291,0,1,0,0
1941,Whale Talk,"Crutcher, Chris",OH,1,1,-0.7,0,3.438042131,0,0,2469,-2.923729864,2854,0,1,0,0
1215,Mama Fue Pequena Antes de Ser Mayor,"Larrodo, Valerie; Desmareau, Claudine (illustrator); Rubio, Esther (translator)",PA,1,0,2,0,2.338042131,0,0,4218,-1.623729864,2699,0,1,0,0
758,Getting Away With Murder:  The True Story of the Emmett Till Case,"Crowe, Chris",IL,0,0,7.7,1,1.838042131,0,0,6489.5,2.076270136,3266,0,0,0,1
115,"Alpha, Bravo, Charlie:  The Military Alphabet","Demarest, Chris L.",OR,0,0,4,1,5.538042131,0,0,1274.5,1.076270136,3600,0,0,0,0
978,Iktomi and the Coyote,"Goble, Paul",OK,1,0,-16.9,0,1.038042131,0,1,-3087.5,-3.723729864,2135,0,0,0,1
280,Book of Mr. Natural,"Crumb, R.",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1425,0,0,0,0
1069,Of Mice and Men,"Steinbeck, John",SC,0,1,-7.8,0,-3.261957869,0,0,-2191.5,-3.623729864,480,0,0,0,0
484,Daddy's Roommate,"Willhoite, Michael",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1425,0,0,1,0
1067,Kaffir Boy,"Mathabane, Mark",CA,0,0,7.4,1,-2.761957869,0,0,10119,2.576270136,3875,0,1,0,0
1241,Master Math:  Basic Math and Pre-Algebra,"Ross, Debra",OR,1,0,4,1,5.538042131,0,0,1274.5,1.076270136,3600,0,0,0,0
1849,TTFN,"Myracle, Lauren",MO,1,1,-3.1,1,1.738042131,0,0,1279.5,-2.423729864,3180,0,0,0,0
1872,Uncle Bobby's Wedding,"Brannen, Sarah S.",MD,0,0,8.5,1,4.238042131,0,0,19404.5,7.376270136,3199,0,0,1,0
2048,Yellow Volumes 1-4,"Tateno, Makoto",NY,0,0,10.2,1,-0.461957869,0,0,5007.5,3.376270136,3675,0,0,1,0
337,"Burn Journals, The","Runyon, Brent",GA,1,0,-6.8,1,-0.961957869,1,0,2239.5,0.276270136,3307,0,1,0,0
1068,"Obsession, The","Harris, Jesse",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,227,0,0,0,1
1152,Little Miss Muffet and Other Nursery Rhymes,"Cousins, Lucy",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
1553,Running With Scissors,"Burroughs, Augusten",CT,0,0,7.1,0,4.438042131,1,0,16247.5,7.376270136,1254,0,1,1,0
220,Best Gay Bondage Erotica,"Labonte, Richard",OR,0,0,4,1,5.538042131,1,0,1274.5,1.076270136,3600,0,0,0,0
1253,Michael Moorcock's Stormbringer,"Russell, P. Craig",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,510,0,0,0,1
